,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner
871,Maruti,2014,210000,20000,Petrol,Individual,Manual,First Owner
872,Hyundai,2011,147000,110000,Petrol,Individual,Manual,Second Owner
873,Maruti,2018,725000,26350,Diesel,Individual,Manual,First Owner
874,Mahindra,2012,550000,90000,Diesel,Individual,Manual,First Owner
875,Hyundai,2016,475000,25000,Petrol,Individual,Manual,First Owner
876,Hyundai,2014,250000,50000,Petrol,Individual,Manual,Second Owner
877,Tata,2006,70000,60000,Petrol,Individual,Manual,Second Owner
878,Hyundai,2012,160000,70000,Petrol,Individual,Manual,Third Owner
879,Ford,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner
880,Hyundai,2001,68000,70000,Petrol,Individual,Manual,First Owner
881,Hyundai,2017,500000,26500,Petrol,Individual,Manual,First Owner
882,Hyundai,2020,1050000,10000,Diesel,Individual,Manual,First Owner
883,Hyundai,2017,900000,50000,Diesel,Individual,Manual,First Owner
884,Maruti,2007,100000,52000,Petrol,Individual,Manual,Second Owner
885,Hyundai,2013,300000,90000,Diesel,Individual,Manual,First Owner
886,Tata,2011,140000,60000,Diesel,Individual,Manual,Second Owner
887,Ford,2018,550000,35000,Petrol,Individual,Manual,First Owner
888,Mahindra,2012,650000,71042,Diesel,Dealer,Manual,First Owner
889,Mitsubishi,2012,1025000,167870,Diesel,Dealer,Manual,Second Owner
890,Ford,2011,195000,133564,Diesel,Dealer,Manual,First Owner
891,BMW,2013,1490000,40000,Diesel,Dealer,Automatic,First Owner
892,Honda,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner
893,Chevrolet,2011,95000,70000,Diesel,Individual,Manual,First Owner
894,BMW,2017,3050000,30000,Diesel,Individual,Automatic,First Owner
895,Maruti,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner
896,Maruti,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner
897,Hyundai,2013,280000,52000,Diesel,Dealer,Manual,First Owner
898,Maruti,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner
899,Mahindra,2015,300000,90000,Diesel,Individual,Manual,First Owner
900,Hyundai,2015,375000,70000,Petrol,Individual,Manual,First Owner
901,Honda,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner
902,Maruti,2011,375000,190000,Diesel,Individual,Manual,Third Owner
903,Ford,2016,1950000,106000,Diesel,Individual,Automatic,First Owner
904,Tata,2012,400000,80000,Diesel,Individual,Manual,Second Owner
905,Nissan,2014,550000,80000,Diesel,Individual,Manual,Second Owner
906,Maruti,2018,270000,20000,Petrol,Individual,Manual,First Owner
907,Maruti,2012,555000,110000,Diesel,Individual,Manual,Second Owner
908,Ford,2013,500000,60000,Diesel,Individual,Manual,Second Owner
909,Skoda,2010,400000,130000,Diesel,Individual,Automatic,Second Owner
910,Hyundai,2017,280000,28838,Petrol,Individual,Manual,First Owner
911,Tata,2008,80000,200000,Petrol,Individual,Manual,First Owner
912,Tata,2006,55000,100000,Diesel,Individual,Manual,First Owner
913,Maruti,2014,250000,50000,Petrol,Individual,Manual,First Owner
914,Mahindra,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner
915,Mahindra,2007,95000,100000,Diesel,Individual,Manual,Second Owner
916,Mahindra,2014,725000,135000,Diesel,Individual,Manual,Second Owner
917,Mahindra,2015,320000,50000,Diesel,Individual,Manual,Third Owner
918,Skoda,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
919,Chevrolet,2012,160000,50000,Diesel,Individual,Manual,First Owner
920,Honda,2018,790000,19571,Diesel,Dealer,Manual,First Owner
921,Honda,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
922,Maruti,2011,175000,70000,Petrol,Individual,Manual,First Owner
923,Maruti,2018,950000,15000,Diesel,Individual,Automatic,First Owner
924,Maruti,2019,340000,50000,Petrol,Individual,Manual,First Owner
925,Renault,2017,825000,13500,Diesel,Individual,Manual,First Owner
926,Audi,2018,3100000,22000,Petrol,Individual,Automatic,First Owner
927,Honda,2018,780000,25000,Diesel,Dealer,Manual,First Owner
928,Toyota,2010,350000,80000,Petrol,Individual,Automatic,Third Owner
929,Honda,2018,690000,39000,Petrol,Dealer,Manual,First Owner
930,Maruti,2016,245000,60000,Petrol,Individual,Manual,First Owner
931,Honda,2018,790000,49000,Diesel,Dealer,Manual,First Owner
932,Honda,2018,680000,48600,Petrol,Dealer,Manual,First Owner
933,Hyundai,2017,540000,20000,Petrol,Individual,Manual,Second Owner
934,Mahindra,2016,425000,25000,Petrol,Individual,Manual,First Owner
935,Maruti,2008,140000,120000,Petrol,Individual,Manual,First Owner
936,Maruti,2019,1100000,30000,Diesel,Individual,Manual,First Owner
937,Renault,2015,715000,35000,Diesel,Individual,Manual,First Owner
938,Audi,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner
939,Tata,2018,400000,54000,Petrol,Dealer,Manual,Second Owner
940,Audi,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner
941,Audi,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner
942,Hyundai,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
943,Ford,2018,950000,21394,Diesel,Dealer,Manual,First Owner
944,Datsun,2015,310000,32686,Petrol,Dealer,Manual,First Owner
945,Mahindra,2006,575000,1001,Diesel,Dealer,Manual,First Owner
946,Renault,2017,490000,22000,Diesel,Dealer,Manual,First Owner
947,Hyundai,2017,480000,53261,Petrol,Dealer,Manual,First Owner
948,Land,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner
949,Renault,2018,370000,10000,Petrol,Dealer,Manual,First Owner
950,Maruti,2017,835000,14000,Diesel,Dealer,Manual,First Owner
951,Volkswagen,2017,650000,44000,Petrol,Dealer,Manual,First Owner
952,Toyota,2014,670000,39895,Diesel,Dealer,Manual,First Owner
953,Chevrolet,2017,950000,73000,Diesel,Dealer,Automatic,First Owner
954,Honda,2014,690000,17000,Petrol,Dealer,Manual,First Owner
955,Volkswagen,2017,670000,18591,Petrol,Dealer,Manual,First Owner
956,Tata,2017,925000,26766,Diesel,Dealer,Manual,First Owner
957,Hyundai,2015,250000,30000,Petrol,Individual,Manual,First Owner
958,Tata,2016,509999,42000,Diesel,Individual,Manual,First Owner
959,Honda,2014,520000,110000,Diesel,Individual,Manual,First Owner
960,Tata,2005,100000,100000,Diesel,Individual,Manual,First Owner
961,Tata,2006,85000,300000,Diesel,Individual,Manual,Second Owner
962,Tata,2009,130000,110000,Diesel,Individual,Manual,Third Owner
963,Ford,2018,950000,27620,Diesel,Dealer,Manual,First Owner
964,Ford,2015,450000,70000,Petrol,Individual,Manual,First Owner
965,Honda,2012,320000,50000,Petrol,Individual,Manual,Second Owner
966,Maruti,2015,480000,50000,Diesel,Individual,Manual,First Owner
967,Mercedes-Benz,2014,2490000,46000,Diesel,Individual,Automatic,First Owner
968,Toyota,2012,790000,82000,Diesel,Individual,Manual,First Owner
969,Maruti,2016,120000,120000,Petrol,Individual,Manual,First Owner
970,Maruti,2006,75000,80000,Petrol,Individual,Manual,Third Owner
971,Tata,2010,99000,70000,Petrol,Individual,Manual,First Owner
972,Maruti,2018,1015000,20000,Diesel,Individual,Manual,First Owner
973,Mahindra,2013,250000,200000,Diesel,Individual,Manual,Second Owner
974,Toyota,2011,520000,120000,Diesel,Individual,Manual,First Owner
975,Hyundai,2018,1100000,30000,Diesel,Individual,Automatic,First Owner
976,Toyota,2005,200000,223000,Diesel,Individual,Manual,First Owner
977,Maruti,2016,525000,60000,Diesel,Individual,Manual,First Owner
978,Hyundai,2016,500000,40000,Petrol,Individual,Manual,First Owner
979,Mahindra,2016,675000,161327,Diesel,Individual,Manual,First Owner
980,Hyundai,2009,150000,60000,Petrol,Individual,Manual,Third Owner
981,Mahindra,2007,250000,50000,Diesel,Individual,Manual,First Owner
982,Hyundai,2018,450000,6000,Petrol,Individual,Manual,First Owner
983,Hyundai,2009,150000,68000,Petrol,Individual,Manual,Second Owner
984,Chevrolet,2012,200000,85000,Diesel,Individual,Manual,First Owner
985,Mahindra,2011,525000,70000,Diesel,Individual,Automatic,First Owner
986,Maruti,1999,60000,35000,Petrol,Individual,Manual,Second Owner
987,Maruti,2010,180000,100000,Diesel,Individual,Manual,Second Owner
988,Honda,2015,475000,110000,Diesel,Individual,Manual,First Owner
989,Mahindra,2010,380000,195000,Diesel,Individual,Automatic,Second Owner
990,Maruti,2015,285000,46000,Petrol,Individual,Manual,Second Owner
991,Maruti,2008,91200,60000,Petrol,Individual,Manual,Second Owner
992,Hyundai,2015,400000,42000,Diesel,Individual,Manual,First Owner
993,Hyundai,2006,160000,90000,Petrol,Individual,Automatic,Second Owner
994,Skoda,2012,650000,85000,Diesel,Individual,Manual,Second Owner
995,Hyundai,2012,409999,120000,Diesel,Individual,Manual,Third Owner
996,Ford,2013,425000,72000,Diesel,Individual,Manual,First Owner
997,Maruti,2013,250000,71000,CNG,Individual,Manual,Second Owner
998,Maruti,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
999,Volkswagen,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner
1000,Maruti,2017,260000,30000,Petrol,Dealer,Manual,First Owner
1001,Hyundai,2007,155000,65000,Petrol,Dealer,Manual,First Owner
1002,Honda,2015,450000,38000,Diesel,Individual,Manual,First Owner
1003,Maruti,2012,220000,90000,Petrol,Individual,Manual,Second Owner
1004,Hyundai,2018,650000,37000,Diesel,Dealer,Manual,First Owner
1005,Maruti,2018,285000,30000,Petrol,Dealer,Manual,First Owner
1006,Honda,2018,725000,26000,Petrol,Dealer,Automatic,First Owner
1007,Maruti,2016,625000,30000,Petrol,Dealer,Manual,First Owner
1008,Hyundai,2016,550000,23000,Petrol,Dealer,Manual,First Owner
1009,Hyundai,2012,240000,40000,Petrol,Dealer,Manual,First Owner
1010,Nissan,2014,600000,27000,Diesel,Dealer,Manual,First Owner
1011,Tata,2012,350000,65000,Diesel,Dealer,Manual,First Owner
1012,Hyundai,2015,245000,32000,Petrol,Dealer,Manual,First Owner
1013,Mahindra,2016,600000,56000,Diesel,Dealer,Manual,First Owner
1014,BMW,2017,2400000,30000,Diesel,Individual,Automatic,First Owner
1015,Mahindra,2014,620000,80000,Diesel,Dealer,Manual,First Owner
1016,Maruti,2014,395000,52000,Petrol,Dealer,Manual,Second Owner
1017,Maruti,2014,635000,13250,Petrol,Dealer,Manual,First Owner
1018,Maruti,2011,180000,36000,Petrol,Dealer,Manual,First Owner
1019,Maruti,2015,484999,73000,Diesel,Dealer,Manual,Second Owner
1020,Maruti,2004,110000,60000,Petrol,Individual,Manual,First Owner
1021,Maruti,2006,150000,60000,Petrol,Individual,Manual,Second Owner
1022,Chevrolet,2012,400000,110000,Diesel,Individual,Manual,First Owner
1023,Tata,2012,200000,70000,Diesel,Individual,Manual,Second Owner
1024,Renault,2013,302000,60000,Diesel,Individual,Manual,Second Owner
1025,Maruti,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner
1026,Maruti,2004,155000,80000,Petrol,Individual,Manual,Second Owner
1027,Toyota,2014,1000000,101000,Diesel,Individual,Manual,Second Owner
1028,Mahindra,2018,550000,44000,Diesel,Individual,Manual,First Owner
1029,Maruti,2006,200000,45000,Petrol,Individual,Manual,First Owner
1030,Mahindra,2017,750000,120000,Diesel,Individual,Manual,First Owner
1031,Maruti,2005,90000,90000,Petrol,Individual,Manual,Second Owner
1032,Maruti,2007,80000,120000,Petrol,Individual,Manual,Second Owner
1033,Hyundai,2013,229999,13500,Petrol,Individual,Manual,First Owner
1034,Renault,2017,350000,10000,Petrol,Individual,Manual,First Owner
1035,Hyundai,2015,325000,25000,Petrol,Individual,Manual,Third Owner
1036,Tata,2018,450000,8500,Petrol,Individual,Manual,First Owner
1037,Maruti,2012,250000,120000,Diesel,Individual,Manual,First Owner
1038,Volkswagen,2012,225000,120000,Diesel,Individual,Manual,First Owner
1039,Maruti,2009,150000,90246,Petrol,Individual,Manual,Third Owner
1040,Maruti,2008,110000,90000,Petrol,Individual,Manual,Second Owner
1041,Maruti,2010,150000,40000,Petrol,Individual,Manual,Second Owner
1042,Maruti,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner
1043,Renault,2017,610000,32000,Diesel,Individual,Manual,Second Owner
1044,Tata,2013,170000,60400,Diesel,Individual,Manual,First Owner
1045,Hyundai,2008,150000,70950,Diesel,Individual,Manual,Second Owner
1046,Hyundai,2015,375000,72000,Diesel,Individual,Manual,First Owner
1047,Maruti,2013,390000,90000,Diesel,Individual,Manual,First Owner
1048,Hyundai,2017,600000,10000,Petrol,Individual,Manual,First Owner
1049,Maruti,2014,204999,25000,Petrol,Individual,Manual,Second Owner
1050,Hyundai,2009,270000,80000,Diesel,Individual,Manual,Second Owner
1051,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner
1052,Maruti,2020,700000,1100,Petrol,Individual,Manual,First Owner
1053,Maruti,2017,455000,40000,Petrol,Individual,Manual,First Owner
1054,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner
1055,Hyundai,2014,341000,31491,Petrol,Individual,Manual,First Owner
1056,Maruti,2014,200000,107143,Diesel,Individual,Manual,Second Owner
1057,Maruti,2017,450000,15000,Petrol,Individual,Automatic,First Owner
1058,Hyundai,2012,170000,50000,Petrol,Individual,Manual,Second Owner
1059,Toyota,2017,1900000,100000,Diesel,Individual,Manual,First Owner
1060,Mahindra,2016,500000,60000,Diesel,Individual,Manual,First Owner
1061,Maruti,2016,819999,85000,Diesel,Individual,Manual,First Owner
1062,Maruti,2014,351000,40000,Petrol,Individual,Manual,Second Owner
1063,Hyundai,2011,195000,80000,Petrol,Individual,Manual,Second Owner
1064,Maruti,2008,250000,82000,Diesel,Individual,Manual,Second Owner
1065,Maruti,2008,120000,70000,Petrol,Individual,Manual,Second Owner
1066,Maruti,2009,180000,70000,Petrol,Individual,Manual,Third Owner
1067,Mahindra,2016,430000,20000,Diesel,Individual,Manual,First Owner
1068,Tata,2012,75000,35000,Petrol,Individual,Manual,Second Owner
1069,Mahindra,2017,750000,80000,Diesel,Individual,Manual,First Owner
1070,Tata,2011,60000,40000,Petrol,Individual,Manual,First Owner
1071,Toyota,2015,1500000,46412,Diesel,Individual,Manual,First Owner
1072,Mahindra,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
1073,Mahindra,2016,630000,50000,Diesel,Individual,Manual,First Owner
1074,Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner
1075,Hyundai,2012,190000,60000,Petrol,Individual,Manual,Second Owner
1076,Maruti,2018,550000,25000,Petrol,Individual,Automatic,First Owner
1077,Maruti,2012,200000,90000,Petrol,Individual,Manual,Third Owner
1078,Chevrolet,2011,165000,60000,Petrol,Individual,Manual,First Owner
1079,Ford,2013,260000,65000,Diesel,Individual,Manual,First Owner
1080,Maruti,2011,151000,40000,Petrol,Individual,Manual,First Owner
1081,Maruti,2018,780000,50000,Diesel,Individual,Manual,First Owner
1082,Tata,2012,175000,80000,Diesel,Individual,Manual,Third Owner
1083,Tata,2010,170000,107500,Diesel,Dealer,Manual,First Owner
1084,Tata,2013,210000,135000,Diesel,Dealer,Manual,Second Owner
1085,Maruti,2007,90000,43826,Petrol,Dealer,Manual,Second Owner
1086,Hyundai,2016,535000,55838,Petrol,Dealer,Manual,First Owner
1087,Maruti,2007,195000,112880,Diesel,Dealer,Manual,First Owner
1088,Tata,2011,140000,90000,Diesel,Individual,Manual,Third Owner
1089,Nissan,2012,350000,40000,Petrol,Individual,Manual,First Owner
1090,Hyundai,2013,425000,66000,Petrol,Individual,Manual,First Owner
1091,Renault,2017,300000,30300,Petrol,Individual,Manual,First Owner
1092,Volkswagen,2013,340000,85000,Diesel,Individual,Manual,Second Owner
1093,Maruti,2009,250000,80659,Petrol,Dealer,Manual,First Owner
1094,Chevrolet,2008,170000,81324,Petrol,Dealer,Manual,First Owner
1095,Honda,2013,315000,127884,Diesel,Dealer,Manual,First Owner
1096,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,First Owner
1097,Chevrolet,2016,300000,25000,Petrol,Individual,Manual,First Owner
1098,Honda,2015,300000,66755,Diesel,Dealer,Manual,First Owner
1099,Honda,2013,380000,123084,Petrol,Dealer,Manual,First Owner
1100,Maruti,2009,250000,806599,Petrol,Dealer,Manual,First Owner
1101,Honda,2013,310000,95851,Diesel,Dealer,Manual,First Owner
1102,Maruti,2010,260000,50000,Petrol,Individual,Manual,First Owner
1103,Maruti,2008,150000,50000,Petrol,Individual,Manual,Second Owner
1104,Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner
1105,Maruti,2015,280000,15000,Petrol,Individual,Manual,Second Owner
1106,Mahindra,2016,850000,40000,Diesel,Individual,Manual,First Owner
1107,Datsun,2017,375000,20000,Petrol,Individual,Manual,Second Owner
1108,Hyundai,2006,125000,120000,Diesel,Individual,Manual,Third Owner
1109,Chevrolet,2012,250000,110000,Diesel,Individual,Manual,First Owner
1110,Toyota,2014,715000,234000,Diesel,Individual,Manual,First Owner
1111,Hyundai,2011,220000,70000,Diesel,Individual,Manual,First Owner
1112,Tata,2010,110000,110000,Diesel,Individual,Manual,Second Owner
1113,Hyundai,2007,150000,84000,Petrol,Individual,Manual,Second Owner
1114,Nissan,2012,300000,170000,Diesel,Individual,Manual,First Owner
1115,Datsun,2017,220000,40000,Petrol,Individual,Manual,First Owner
1116,Maruti,2006,75000,96000,Petrol,Individual,Manual,Second Owner
1117,Tata,2009,100000,20000,Diesel,Individual,Manual,First Owner
1118,Ford,2016,380000,15000,Petrol,Individual,Manual,First Owner
1119,Hyundai,2007,100000,50000,Petrol,Individual,Manual,First Owner
1120,Volkswagen,2010,480000,80000,Petrol,Individual,Manual,Second Owner
1121,Toyota,2012,300000,124000,Diesel,Individual,Manual,First Owner
1122,Chevrolet,2013,190000,70000,Diesel,Individual,Manual,First Owner
1123,Ford,2012,190000,130000,Diesel,Individual,Manual,Second Owner
1124,Ford,2017,650000,19014,Petrol,Dealer,Manual,First Owner
1125,Toyota,2009,300000,23262,Petrol,Dealer,Manual,First Owner
1126,Ford,2016,700000,29600,Diesel,Dealer,Manual,First Owner
1127,Hyundai,2015,310000,35925,Petrol,Dealer,Manual,First Owner
1128,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner
1129,Toyota,2013,415000,40771,Petrol,Dealer,Manual,First Owner
1130,Maruti,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
1131,Toyota,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
1132,Toyota,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
1133,Renault,2014,550000,66569,Diesel,Dealer,Manual,First Owner
1134,Volkswagen,2014,415000,81358,Diesel,Dealer,Manual,First Owner
1135,Volkswagen,2015,450000,82695,Diesel,Dealer,Manual,First Owner
1136,Ford,2014,285000,68293,Diesel,Dealer,Manual,Second Owner
1137,Honda,2016,580000,32000,Petrol,Dealer,Automatic,First Owner
1138,Maruti,2014,300000,190621,Diesel,Dealer,Manual,First Owner
1139,Hyundai,2018,1200000,60000,Diesel,Individual,Manual,First Owner
1140,Maruti,2006,78000,64700,Petrol,Individual,Manual,First Owner
1141,Tata,2016,400000,88470,Diesel,Individual,Manual,First Owner
1142,Hyundai,2016,850000,75000,Diesel,Individual,Manual,First Owner
1143,Volkswagen,2013,450000,120000,Diesel,Individual,Manual,Second Owner
1144,Mercedes-Benz,2012,2500000,35000,Diesel,Individual,Automatic,First Owner
1145,Toyota,2017,780000,70000,Diesel,Individual,Manual,First Owner
1146,Toyota,2017,3200000,57000,Diesel,Individual,Automatic,First Owner
1147,Maruti,2020,350000,1000,Petrol,Individual,Manual,First Owner
1148,Mahindra,2013,285000,120000,Diesel,Individual,Manual,Second Owner
1149,Volkswagen,2015,525000,98000,Diesel,Dealer,Manual,First Owner
1150,Maruti,2014,550000,90000,Diesel,Dealer,Manual,Second Owner
1151,Volkswagen,2018,580000,70000,Diesel,Individual,Manual,First Owner
1152,Tata,2013,75000,25000,Petrol,Individual,Manual,Third Owner
1153,Tata,2009,185000,60000,Diesel,Individual,Manual,Third Owner
1154,Maruti,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner
1155,Honda,2004,180000,200000,Petrol,Individual,Manual,Second Owner
1156,Volkswagen,2010,350000,110000,Diesel,Individual,Manual,Second Owner
1157,Chevrolet,2005,60000,126000,Petrol,Individual,Manual,Second Owner
1158,Mahindra,2018,695000,70000,Diesel,Individual,Manual,First Owner
1159,Mahindra,2019,2700000,5000,Diesel,Individual,Automatic,First Owner
1160,Maruti,2007,135000,74183,Petrol,Individual,Manual,Second Owner
1161,Mahindra,2015,640000,70000,Diesel,Individual,Manual,Second Owner
1162,Maruti,2014,160000,90000,Petrol,Individual,Manual,First Owner
1163,Tata,2004,80000,46000,Petrol,Individual,Manual,Second Owner
1164,Maruti,2013,340000,110000,Diesel,Individual,Manual,Second Owner
1165,Maruti,2012,110000,80000,Diesel,Individual,Manual,Second Owner
1166,Tata,2013,250000,90000,Diesel,Individual,Manual,Second Owner
1167,Toyota,2017,1300000,70000,Diesel,Individual,Manual,First Owner
1168,Mahindra,2014,250000,1,Diesel,Individual,Manual,Second Owner
1169,Toyota,2009,450000,192000,Diesel,Individual,Manual,First Owner
1170,Maruti,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner
1171,Mahindra,2007,225000,120000,Diesel,Individual,Manual,Second Owner
1172,Maruti,2015,275000,60000,Petrol,Individual,Manual,Second Owner
1173,Tata,2012,320000,120000,Diesel,Individual,Manual,Second Owner
1174,Maruti,2008,75000,120000,Petrol,Individual,Manual,First Owner
1175,Tata,2007,85000,50000,Petrol,Individual,Manual,Second Owner
1176,Tata,2009,90000,120000,Diesel,Individual,Manual,First Owner
1177,Maruti,2007,85000,80000,Petrol,Individual,Manual,Second Owner
1178,Mahindra,2008,350000,80000,Diesel,Individual,Manual,Second Owner
1179,Skoda,2009,355000,100000,Diesel,Individual,Automatic,Second Owner
1180,Maruti,2020,619000,1500,Petrol,Individual,Manual,First Owner
1181,Jeep,2018,1700000,50000,Diesel,Individual,Manual,First Owner
1182,Tata,2006,55000,100000,Diesel,Individual,Manual,Second Owner
1183,Ford,2006,95000,83411,Petrol,Individual,Manual,First Owner
1184,Volkswagen,2011,300000,120000,Diesel,Individual,Manual,Second Owner
1185,Ford,2006,81000,83411,Petrol,Individual,Manual,First Owner
1186,Skoda,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner
1187,Maruti,2019,925000,50000,Diesel,Individual,Manual,First Owner
1188,Mahindra,2015,450000,40000,Diesel,Individual,Manual,First Owner
1189,Mahindra,2014,600000,13270,Diesel,Individual,Manual,First Owner
1190,Hyundai,2006,85000,100000,Petrol,Individual,Automatic,Third Owner
1191,Mahindra,2016,700000,50000,Diesel,Individual,Manual,First Owner
1192,Hyundai,2017,486000,26500,Petrol,Individual,Manual,First Owner
1193,Maruti,2013,400000,90000,Diesel,Individual,Manual,First Owner
1194,Ford,2008,120000,100000,Petrol,Individual,Manual,Third Owner
1195,Maruti,2018,275000,35000,Petrol,Individual,Manual,First Owner
1196,Hyundai,2016,580000,57000,Diesel,Individual,Manual,First Owner
1197,Maruti,2015,375000,70000,Petrol,Individual,Manual,First Owner
1198,Maruti,2015,229999,100000,Petrol,Individual,Manual,Third Owner
1199,Maruti,2010,110000,88000,Petrol,Individual,Manual,Second Owner
1200,Maruti,2017,600000,60000,Diesel,Individual,Manual,First Owner
1201,Maruti,2009,120000,76000,Petrol,Individual,Manual,Second Owner
1202,Ford,2010,200000,100000,Diesel,Individual,Manual,Second Owner
1203,Hyundai,2012,450000,110000,Diesel,Individual,Manual,Second Owner
1204,Hyundai,2012,550000,80000,Diesel,Individual,Manual,Second Owner
1205,Maruti,2012,220000,80000,Petrol,Individual,Manual,Second Owner
1206,Maruti,2001,40000,30000,Petrol,Individual,Manual,First Owner
1207,Renault,2017,300000,20000,Petrol,Individual,Automatic,First Owner
1208,Mahindra,2018,630000,40000,Diesel,Individual,Manual,First Owner
1209,Maruti,2017,610000,40000,Diesel,Individual,Manual,Second Owner
1210,Hyundai,2019,660000,7000,Petrol,Individual,Manual,Second Owner
1211,Maruti,2012,220000,80000,LPG,Individual,Manual,Second Owner
1212,Nissan,2011,138000,90000,Diesel,Individual,Manual,Second Owner
1213,Nissan,2013,210000,13770,Diesel,Individual,Manual,First Owner
1214,Maruti,2005,125000,34000,Petrol,Dealer,Manual,First Owner
1215,Maruti,2008,125000,102000,Petrol,Dealer,Manual,First Owner
1216,Honda,2014,725000,110000,Diesel,Individual,Manual,First Owner
1217,Maruti,2011,170000,90000,Petrol,Individual,Manual,Second Owner
1218,Toyota,2015,1200000,70000,Diesel,Individual,Manual,Third Owner
1219,Maruti,2003,70000,90000,Petrol,Individual,Manual,Second Owner
1220,Maruti,2007,100000,70000,Petrol,Individual,Manual,Second Owner
1221,Honda,2006,300000,80000,Petrol,Individual,Manual,Second Owner
1222,Maruti,2013,450000,100000,Diesel,Individual,Manual,Second Owner
1223,Maruti,2015,530000,100000,Diesel,Individual,Manual,First Owner
1224,Maruti,2007,100000,143000,Petrol,Individual,Manual,Third Owner
1225,Honda,2010,350000,115000,Petrol,Individual,Manual,Second Owner
1226,Tata,2011,165000,100000,Diesel,Individual,Manual,Second Owner
1227,Maruti,2019,475000,120000,Diesel,Individual,Manual,Second Owner
1228,Mahindra,2013,350000,42000,Diesel,Individual,Manual,First Owner
1229,Renault,2016,229999,38000,Petrol,Individual,Manual,First Owner
1230,Honda,2018,800000,35000,Diesel,Individual,Manual,First Owner
1231,Maruti,2014,475000,120000,Diesel,Individual,Manual,Second Owner
1232,Nissan,2014,425000,136906,Diesel,Individual,Manual,First Owner
1233,Maruti,2015,660000,97000,Diesel,Individual,Manual,Second Owner
1234,Honda,2019,610000,10000,Petrol,Individual,Automatic,First Owner
1235,Honda,2013,240000,50000,Petrol,Individual,Manual,Third Owner
1236,Maruti,2005,70000,60000,Petrol,Individual,Manual,Second Owner
1237,Toyota,2011,550000,120000,Diesel,Individual,Manual,First Owner
1238,Tata,2010,100000,120000,Petrol,Individual,Manual,Second Owner
1239,Mahindra,2010,350000,90000,Diesel,Individual,Manual,Second Owner
1240,Hyundai,2013,200000,120000,Petrol,Individual,Manual,First Owner
1241,Hyundai,2019,720000,3000,Petrol,Individual,Automatic,First Owner
1242,Maruti,2014,350000,133000,Diesel,Individual,Manual,First Owner
1243,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner
1244,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner
1245,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner
1246,Maruti,2016,210000,52000,Petrol,Individual,Manual,First Owner
1247,Hyundai,2018,800000,52000,Diesel,Individual,Manual,First Owner
1248,Honda,2017,700000,39000,Diesel,Individual,Manual,First Owner
1249,Tata,2011,200000,28689,Diesel,Individual,Manual,First Owner
1250,Tata,2014,495000,90000,Diesel,Individual,Manual,Second Owner
1251,Ford,2014,325000,80322,Diesel,Dealer,Manual,First Owner
1252,Ford,2019,650000,8000,Petrol,Individual,Manual,First Owner
1253,Mahindra,2000,155000,50000,Diesel,Individual,Manual,Second Owner
1254,Maruti,2007,75000,90000,Petrol,Individual,Manual,Second Owner
1255,Hyundai,2015,350000,61658,Diesel,Dealer,Manual,First Owner
1256,Maruti,2010,90000,50000,Petrol,Individual,Manual,Third Owner
1257,Maruti,2016,600000,80000,Diesel,Individual,Manual,First Owner
1258,Mahindra,2010,400000,185000,Diesel,Individual,Manual,First Owner
1259,Maruti,2014,370000,57000,Diesel,Individual,Manual,Second Owner
1260,Maruti,2000,50000,60000,Petrol,Individual,Manual,First Owner
